case_number,job_title,worksite_city,worksite_state,worksite_postal_code,violentcrimesperpop,cost_of_living_2020,missing_crime_data,case_status
I-200-24159-084085,"Principal Engineer, QA",SAN JOSE,CA,95131,327.36,1.681,1,Certified
I-200-20350-961527,Analytics Associate,JERSEY CITY,NJ,07302,162.1,1.804,1,Certified
I-200-24127-960000,"Director, Credit Officer",NEW YORK,NY,10020,1171.84,1.804,1,Certified
I-200-22349-642110,Venture Acceleration & Pre-seed Fund Manager,SOUTH BEND,IN,46617,1682.47,0.9339999999999999,1,Certified
I-200-21240-551690,Post-Doctoral Associate,ST. PAUL,MN,55108,1811.81,1.151,1,Certified
I-200-22130-154076,Quantitative Analyst ,SANTA CLARA,CA,95054,327.36,1.681,1,Certified
I-200-21183-441989,"Software Developer, Applications",LOUISVILLE,KY,40223,999.13,0.912,0,Certified
I-200-22283-519192,Computer and Information Systems Managers - KBGFJG01471-23,ATLANTA,GA,30308,4026.59,1.003,0,Certified
I-200-22279-514639,Lead Software Engineer (017040.001790),FREMONT,CA,94538,483.47,1.679,0,Certified
I-200-22354-651236,Lead Engineer,HUNTINGTON BEACH,CA,92649,327.36,1.358,1,Certified
I-200-24073-794533,Applied Scientist III,SANTA CLARA,CA,95054,327.36,1.681,1,Certified
I-200-22195-353898,Data Science Analysis Manager,SAN JOSE,CA,95134,327.36,1.681,1,Certified
I-200-23137-029440,Supervisory Dentist,JEMEZ PUEBLO,NM,87024,1595.37,0.947,1,Certified
I-200-23069-840505," Senior Platform Manager, CPQ",CEDAR PARK,TX,78613,599.78,1.02,1,Certified
I-200-22258-476193,Senior Manager Global Business Development,WARREN,NJ,07059,85.9,1.25,0,Certified
I-200-20070-392007,SOFTWARE ENGINEER/DEVELOPER,NEW YORK,NY,10001,1171.84,1.804,1,Certified
I-200-24171-129540,System Analyst,CARY,NC,27513,1787.2,1.051,1,Certified
I-200-20134-566825,Program Director,PHOENIX,AZ,85054,1097.07,1.051,0,Certified
I-200-24247-310462,"Sr Analyst, Application Dev",FALLS CHURCH,VA,22042,1135.5,1.561,1,Certified
I-200-20238-787166,Solutions Engineer III,SAN ANTONIO,TX,78251,599.78,0.891,1,Certified
I-200-24008-624115,Software Developer,STAMFORD,CT,06901,599.78,1.506,1,Certified
I-200-21091-189273,EUC Customer Success Manager,ATLANTA,GA,30338,4026.59,1.003,0,Certified
I-200-23346-559887,Information Security Analysts - Kbgfjg211168-4,ATLANTA,GA,30305,4026.59,1.003,0,Certified
I-200-23006-686518,Software Engineer ,NEW YORK,NY,10011,1171.84,1.804,1,Certified
I-200-20119-525663,Internal Medicine Resident ,YOUNGSTOWN,OH,44501,2299.87,0.834,0,Certified
I-203-20204-730196,"Senior Audit Manager, Compliance (Non AML), Audit USA",NEW YORK,NY,10281,1171.84,1.804,1,Certified
I-200-21284-636872,Senior Software Engineer,SANDY SPRINGS,GA,30328,4026.59,1.003,1,Certified
I-200-22321-594156,QA Engineer,HOLDEN,MA,01520,1968.89,1.167,1,Certified
I-200-20192-707062,Physical Therapist,MARSHALL,IL,62441,599.78,0.894,1,Certified
I-200-23171-126563,BMS Design Engineer ,BOSTON,MA,02115,1968.89,1.51,0,Certified
I-200-24103-883807,SAFe Program Consultant & Agile Coach,ROCKVILLE,MD,20850,3081.26,1.56,1,Certified
I-200-24164-102261,AWS Cloud Engineer,ALPHARETTA,GA,30004,60.9,0.998,0,Certified
I-200-22052-917565,Spanish Immersion Teacher,FOREST LAKE,MN,55025,1811.81,1.142,1,Certified
I-200-22011-821381,Technical Project Manager,NEW YORK,NY,10001,1171.84,1.804,1,Certified
I-200-24120-935501,Software Engineer III,BENTONVILLE,AR,72712,116.97,0.875,0,Certified
I-200-21061-112827,Senior Software Engineer,MARIETTA,GA,30067,845.51,1.0,0,Certified
I-200-21061-111396,Senior Product Manager,SEATTLE,WA,98125,1399.84,1.357,0,Certified
I-200-21040-064931,Sr. Application Support Analyst,CHANTILLY,VA,20151,1135.5,1.558,1,Certified
I-200-21161-385816,SENIOR ENGINEER II,BOSTON,MA,02110,1968.89,1.51,0,Certified
I-200-22315-583656,Orthopedic Surgeon,RIVERSIDE,CA,92506,1636.75,1.07,0,Certified
I-200-20274-851915,MODULE LEAD,BELLEVUE,WA,98008,223.06,1.357,0,Certified
I-200-22138-187368,SAP Consultant,ATLANTA,GA,30350,4026.59,1.003,0,Certified
I-200-24165-107190,Bilingual Elementary Teacher,DAYTON,TX,77535,599.78,0.902,1,Certified
I-200-20304-892989,Senior Quality Analyst,BRENTWOOD,TN,37027,64.88,0.951,0,Certified
I-200-24057-749701,Software Consulting Engineer     ,SAN JOSE,CA,95034,327.36,,1,Certified
I-200-22050-916521,Sr. Manager,SAN JOSE,CA,95134,327.36,1.681,1,Certified
I-200-21070-140207,Lecturer - Computer Science,WILMINGTON,NC,28403,1202.99,1.046,0,Certified
I-200-23297-451818,Sr. Powertrain Architecture Engineer,NOVI,MI,48377,599.78,1.062,1,Certified
I-200-23269-381038,Postdoctoral Associate,GAINESVILLE,FL,32608,1573.82,0.9339999999999999,0,Certified
I-200-22308-568651,"Staff Vehicle Engineer, TLM",SAN FRANCISCO,CA,94107,327.36,1.861,1,Certified
I-200-22153-237815,"PRINCIPAL ENGINEER, IT NETWORK SECURITY INFRASTRUCTURE",TEMPE,AZ,85281,556.4,1.049,0,Certified
I-200-20330-928973,Application Development Senior Engineer,MADISON,WI,53783,321.68,1.066,0,Certified
I-200-24061-762250,Applied Scientist II,ARLINGTON,VA,22202,1135.5,1.561,1,Certified
I-200-24039-702965,Senior Enterprise Data Architect,EMERYVILLE,CA,94608,327.36,1.568,1,Certified
I-200-24017-647556,software Developer,PLANO,TX,75075,303.7,0.969,0,Certified
I-200-24043-711161,Data Scientist,MENLO PARK,CA,94025,327.36,1.678,1,Certified
I-200-19351-201005,Computer Systems Analyst 4,RICHARDSON,TX,75082,272.13,0.971,0,Certified
I-200-22140-195568,Software Developer ,DALLAS,TX,75244,1744.19,0.973,0,Certified
I-200-23164-104301,Lead Product Manager,SAN FRANCISCO,CA,94103,327.36,1.861,1,Certified
I-200-21342-752922,QA AUTOMATION TESTER,WESTLAKE,TX,76262,599.78,0.963,1,Certified
I-200-21055-097807,Financial Analyst,NEW YORK,NY,10036,1171.84,1.804,1,Certified
I-200-21032-046473,SALESFORCE FUNCTIONAL ANALYST,MOUNTAIN VIEW,CA,94041,327.36,1.681,1,Certified
I-200-23053-795322,Associate Professor,INDIANAPOLIS,IN,46202,1682.47,0.945,0,Certified
I-200-24127-959126,Senior Group Technical Architect,MIAMI,FL,33178,3829.21,1.116,0,Certified
I-200-21124-285799,Physician,JOHNSON CITY,TN,37604,1633.81,0.861,1,Certified
I-200-20350-960871,SENIOR SOFTWARE ENGINEER,BOSTON,MA,02116,1968.89,1.51,0,Certified
I-200-23334-533618,Software Developer,IRVINE,CA,92612,111.68,1.358,0,Certified
I-200-24141-014266,Software Engineer,ALPHARETTA,GA,30004,60.9,0.998,0,Certified
I-200-20342-939875,Senior Electrical Engineer,SCHAUMBURG,IL,60196,599.78,1.13,1,Certified
I-200-22096-043979,"Software Engineer, Ads Optimization",AUSTIN,TX,78727,599.78,1.023,0,Certified
I-200-20328-923360,Computer Systems Analysts - KBGFJG02366-14,NEW YORK,NY,10019,1171.84,1.804,1,Certified
I-200-22174-306550,Research Scientist II,SEATTLE,WA,98121,1399.84,1.357,0,Certified
I-200-21046-076925,Software Developer,"MERIDIAN,",ID,83642,345.45,0.946,1,Certified
I-200-24159-086886,Snr Field Service Engineer II,AUSTIN,TX,78754,599.78,1.023,0,Certified
I-200-22068-964807,Postdoctoral Fellow,ATLANTA,GA,30322,4026.59,1.003,0,Certified
I-200-21260-589747,System Analyst JC65,PLANO,TX,75025,303.7,0.969,0,Certified
I-200-21351-772857,Assistant Professor of Management Systems,NEW BRITAIN,CT,06050,599.78,1.122,1,Certified
I-200-23324-513480,Applied Scientist II,BELLEVUE,WA,98004,223.06,1.357,0,Certified
I-200-23354-581926,APPLICATION DEVELOPER,MILFORD,MA,01757,1968.89,1.165,1,Certified
I-200-20252-810242,Accountant,ENGLEWOOD,CO,80112,787.17,1.125,0,Certified
I-200-23324-513826,Software Engineer,AUSTIN,TX,78758,599.78,1.023,0,Certified
I-200-24184-168919,MuleSoft Engineer,GARNER,NC,27529,1787.2,1.051,1,Certified
I-200-21264-595618,Manager JC50,LOUISVILLE,KY,40202,999.13,0.912,0,Certified
I-201-23173-137825,Software Development Engineer II,NASHVILLE,TN,37203,1633.81,0.952,1,Certified
I-203-20171-669638,ASIC Design Engineer,WEST LAKE HILLS,TX,78746,599.78,1.023,1,Certified
I-200-24087-833709,Night Hospitalist,BRIDGEPORT,CT,06610,599.78,1.192,1,Certified
I-200-22146-217382,MES QUALITY ENGINEER II,ELKTON,MD,21921,3081.26,1.121,1,Certified
I-201-22335-615119,Agricultural Engineer,CARSON,CA,90745,1267.73,1.278,0,Denied
I-200-20268-843497,Architect ,CHARLOTTE,NC,28255,1787.2,1.018,0,Certified
I-200-21075-150755,Backend/API Engineer,SAN FRANCISCO,CA,94103,327.36,1.861,1,Certified
I-200-24110-907488,QA TEST ENGINEER II,IRVING,TX,75063,401.73,0.973,0,Certified
I-200-20328-923930,Senior Managing Consultant,SANDY SPRINGS,GA,30328,4026.59,1.003,1,Certified
I-200-21074-146312,Commercial Insights Sr Manager 20516.618.5,THOUSAND OAKS,CA,91320,327.36,1.367,1,Certified
I-200-23164-103129,Manager JC50 - Computer Systems Engineers/Architects,SCOTTSDALE,AZ,85255,251.6,1.049,0,Certified
I-200-24250-321871,Staff Accountant/Auditor,NEW YORK,NY,11413,1171.84,1.592,1,Certified
I-200-24146-038156,Business Analyst,PARSIPPANY,NJ,07054,162.1,1.186,1,Certified
I-200-20147-598708,Software Engineer,DOWNERS GROVE,IL,60515,599.78,1.146,1,Certified
I-200-20078-417972,"Scientist, Bioinformatics",TARRYTOWN,NY,10591,1171.84,1.349,1,Certified
I-200-20077-411782,DATA ENGINEER I,SEATTLE,WA,98121,1399.84,1.357,0,Certified
I-200-22042-895077,Support Engineer I-External,HERNDON,VA,20171,1135.5,1.558,1,Certified
I-200-20272-847168,Structural Staff Engineer,SEATTLE,WA,98104,1399.84,1.357,0,Certified
I-200-22119-121751,Software Development Engineer- Systems,SAN DIEGO,CA,92131,327.36,1.35,1,Certified
I-200-20283-874454,"Senior Associate, Senior Software Engineer",NORMAN,OK,73072,230.0,0.925,0,Certified
I-200-23128-000155,Software Developers,IRVING,TX,75039,401.73,0.973,0,Certified
I-200-22147-218965,Technical Test Lead - US ,SOUTH BRUNSWICK,NJ,08852,162.1,1.249,1,Certified
I-200-22294-545471,Thermal and Fluid Science Engineer ,COLUMBUS,IN,47201,1682.47,0.962,1,Certified
I-200-23234-285201,Part-time Faculty ,LOS ANGELES,CA,90013,327.36,1.411,1,Certified
I-200-20034-294681,Project Controls and Procurement Specialist,PISCATAWAY,NJ,08854,313.89,1.249,0,Certified
I-200-20148-604981,PROJECT ENGINEER (CIVIL),BROOKLYN,NY,11224,1171.84,1.804,1,Certified
I-200-22230-424453,Staff Software Engineer - Backend Manage,ENGLEWOOD,CO,80112,787.17,1.125,0,Certified
I-200-24232-275795,Finance Analyst,HAMILTON,NJ,08619,162.1,1.136,1,Certified
I-200-23292-442642,Senior Software Engineer,LEANDER,TX,78641,599.78,0.944,1,Certified
I-200-23120-978167,Domain Architect L2	,MOUNTAIN VIEW,CA,94043,327.36,1.681,1,Certified
I-200-20330-927995,Research Associate,BOSTON,MA,02115,1968.89,1.51,0,Certified
I-200-23263-361013,Software Engineer,ALBUQUERQUE,NM,87110,1595.37,0.925,0,Certified
I-200-22041-891458,Consultant - US ,BRYN MAWR,PA,19010,1262.47,1.137,1,Certified
I-200-20149-608472,ABX Senior Business Consultant,FRANKLIN,TN,37064,497.69,0.948,0,Certified
I-200-22285-523860,Software Engineer,NEW YORK,NY,10006,1171.84,1.804,1,Certified
I-200-19338-180551,Senior Software Developer,FAIFAX,VA,22030,1135.5,1.56,1,Certified
I-200-24094-853427,Manager,CHICAGO,IL,60606,599.78,1.15,1,Certified
I-203-22010-818589,Training and Implementation Specialist,FARMERS BRANCH,TX,75244,599.78,0.973,1,Certified
I-200-23177-144183,Software Developer,CHICAGO,IL,60606,599.78,1.15,1,Certified
I-200-20170-666324,ENGINEERING PROJECT MANAGER,CUPERTINO,CA,95014,349.61,1.681,0,Certified
I-200-22306-563891,Project Manager - III,EWING,NJ,08628,216.31,1.136,0,Certified
I-200-23286-430373,Managing Clinical Director,CICERO,NY,13039,1171.84,1.032,1,Certified
I-200-22159-259032,"Sr. Mgr, Pathways Operations",EDISON,NJ,08817,143.94,1.226,0,Certified
I-200-23277-409455,Software Engineer,AUBURNDALE,MA,02466,1968.89,1.51,1,Certified
I-200-22305-561665,Systems Administrator,BLACKSBURG,VA,24061,1135.5,0.94,1,Certified
I-200-21348-762385,Sustainability Program Manager,NEW YORK,NY,10001,1171.84,1.804,1,Certified
I-200-20114-513109,Business Analyst,"PRINCETON,",NJ,08540,162.1,1.135,1,Certified
I-200-21293-657320,Senior Software Developer,SCHAUMBURG,IL,60173,599.78,1.13,1,Certified
I-200-22333-610462,Software Developer,JACKSONVILLE,FL,32256,1681.08,0.9259999999999999,0,Certified
I-200-21091-191575,Assistant Professor of Russian,SAINT LOUIS,MO,63108,106.93,0.944,1,Certified
I-200-20209-737747,SENIOR PRODUCT SPECIALIST,REDWOOD CITY,CA,94063,327.36,1.629,1,Certified
I-200-20322-915683,AV CONNECTIVITY SYSTEM ENGINEER,DETROIT,MI,48228,599.78,0.962,1,Certified
I-200-19360-217129,HADOOP DEVELOPER,MAYFIELD,OH,44143,1118.78,0.931,1,Certified
I-200-19302-115562,BUSINESS SYSTEMS ANALYST III,WASHINGTON,DC,20005,3048.38,1.561,0,Certified
I-200-23313-491461,Manager JC50 - Computer Systems Engineers/Architects,BRIDGEWATER,NJ,08807,88.7,1.276,0,Certified
I-200-23318-499677,Software Development Engineer III,SUNNYVALE,CA,94089,249.62,1.681,0,Certified
I-200-21078-159353,Technology Lead - US,CHICAGO,IL,60604,599.78,1.15,1,Certified
I-200-21049-086191,ETL Informatica Developer,SMITHFIELD,RI,02917,353.39,1.053,1,Certified
I-200-24242-303318,Application Engineer,SANTA CLARA,CA,95054,327.36,1.681,1,Certified
I-200-23118-974029,"Software Engineer, Risk",SAN JOSE,CA,95113,327.36,1.681,1,Certified
I-200-22164-275578,FRONT-END DEVELOPER,ELGIN,IL,60124,599.78,1.109,1,Certified
I-200-21173-418727,Manufacturing Engineer ,MENLO PARK,CA,94025,327.36,1.678,1,Certified
I-200-21027-035324,SOFTWARE ENGINEER,SAN FRANCISCO,CA,94105,327.36,1.861,1,Certified
I-200-23249-322778,Assoicate,NEW YORK,NY,10022,1171.84,1.804,1,Certified
I-200-22080-995466,Software Engineer III,FRISCO,TX,75035,599.78,0.964,1,Certified
I-200-20066-386221,Analog Mixed Signal Design Engineer ,SAN DIEGO,CA,92121,327.36,1.35,1,Certified
I-200-24054-745565,Senior Algorithm Engineer,SAN JOSE,CA,95110,327.36,1.681,1,Certified
I-200-22208-379695,Analytics Manager- KBGFJG117995-3,CHARLOTTE,NC,28217,1787.2,1.018,0,Certified
I-200-21334-731711,SAP HANA SD VMS Consultant,HOUSTON,TX,77077,599.78,0.92,1,Certified
I-200-23003-676476,Applied Sciences,MOUNTAIN VIEW,CA,94043,327.36,1.681,1,Certified
I-200-21144-339948,Senior Human Interaction Designer,NOVI,MI,48375,599.78,1.062,1,Certified
I-200-23352-573856,Senior Software Engineer,FORT MILL,SC,29715,1756.32,0.909,1,Certified
I-200-21063-120100,Sr. Design Engineer 1 - Software,WILTON,CT,06897,599.78,1.349,1,Certified
I-200-21049-084693,Research Scientist (Sustainability Policy),PITTSBURGH,PA,15217,1262.47,0.945,0,Certified
I-200-24079-810382,Packaged App Development Assoc Manager,GLEN ALLEN,VA,23060,1135.5,0.954,1,Certified
I-200-21065-126394,Global Supply Chain Program Manager,BOISE,ID,83716,345.45,0.947,1,Certified
I-200-20330-928665,SOFTWARE DEVELOPER,BUFFALO,NY,14221,1933.77,0.985,0,Certified
I-200-21159-377330,Computer Systems Analyst,PHOENIX,AZ,85004,1097.07,1.051,0,Certified
I-200-23283-422084,Software Engineer II,LOS ANGELES,CA,90064,327.36,1.411,1,Certified
I-200-24088-837246,Business Development Analyst,GREENWICH,CT,06830,599.78,1.506,1,Certified
I-200-20181-684969,Developer,JACKSONVILLE,FL,32258,1681.08,0.9259999999999999,0,Certified
I-200-19312-136499,Pharmacy Manager (Pharmacist-in-Charge) ,MCKINNEY,TX,75071,1202.68,0.965,0,Certified
I-200-20346-954061,Senior Quality Engineer,REDWOOD CITY,CA,94063,327.36,1.629,1,Certified
I-200-22171-296673,SCRUM MASTER,COLUMBUS,OH,43235,1118.78,0.925,0,Certified
I-200-20233-780118,Analyst,LOUISVILLE,KY,40202,999.13,0.912,0,Certified
I-200-23215-235994,Sr. Controls Engineer,ISELIN,NJ,08830,162.1,1.226,1,Certified
I-200-22138-184213,Senior Technical Architect,WESTFORD,MA,01886,1968.89,1.241,1,Certified
I-200-20357-976452,APPLIED SCIENTIST II,SEATTLE,WA,98109,1399.84,1.357,0,Certified
I-200-23353-576911,Electronics Engineer 3,REDMOND,WA,98052,143.51,1.356,0,Certified
I-200-21082-166040,DATA ENGINEERING ANALYST II,CARMEL,IN,46032,123.07,0.943,0,Certified
I-200-20296-885801,DevOps Engineer,AUSTIN,TX,78717,599.78,1.023,0,Certified
I-200-22199-358527,Software Development Engineer,PARMA,OH,44129,1118.78,0.931,1,Certified
I-200-22301-556625,"Senior Manager, SEO",NEW YORK,NY,10007,1171.84,1.804,1,Certified
I-200-20136-578244,Computer Specialist / Testing and Quality Analyst 2,ALPHARETTA,GA,30005,60.9,0.998,0,Certified
I-200-20086-438623,Application Software Engineer,BELLEVUE,WA,98007,223.06,1.357,0,Certified
I-200-21047-078532,Assistant Professor ,RIVERSIDE,CA,92507,1636.75,1.07,0,Certified
I-200-22103-067477,Senior Software Engineer,O'FALLON,MO,63368,106.93,0.9359999999999999,1,Certified
I-200-21266-602816,SAP Analytics Consultant,"WASHINGTON, DC",DC,20065,3048.38,1.561,1,Certified
I-200-22158-253500,Electrical Engineer,GLENDORA,CA,91740,294.92,1.322,0,Certified
I-200-22144-205120,Montessori Elementary Education Teacher,WASHINGTON,DC,20017,3048.38,1.561,0,Certified
I-200-21092-193780,Pre-Construction Virtual Building Designer,REDMOND,WA,98052,143.51,1.356,0,Certified
I-200-24261-342030,Database Administrators - KBGFJG181628-14,NEW YORK,NY,10001,1171.84,1.804,1,Certified
I-200-24107-892101,Software Engineer in Test,NATICK,MA,01760,1968.89,1.508,1,Certified
I-200-23285-426391,Data Center Infrastructure Engineer II,AUSTIN,TX,78758,599.78,1.023,0,Certified
I-200-20344-943734,Technical Lead,ATLANTA,GA,30350,4026.59,1.003,0,Certified
I-200-19283-079568,"Lead Specialist, Quality Assurance Validation",CAMBRIDGE,MA,02142,985.62,1.51,0,Certified
I-200-22116-105298,Decision Analytics Manager,NEW YORK,NY,10118,1171.84,1.804,1,Certified
I-200-22150-223635,Senior Plasma and Laser Physics Engineer 1,SAN DIEGO,CA,92127,327.36,1.35,1,Certified
I-200-23298-454423,Packaged App Development Assoc Manager,ADDISON,IL,60101,599.78,1.146,1,Certified
I-200-24045-717487,Senior Software Engineer,FRISCO,TX,75034,599.78,0.964,1,Certified
I-200-24226-264637,Business Operations Analyst 4,JACKSON,MS,39216,1424.74,0.865,0,Certified
I-203-21019-020478,Chief Technology Officer,HOUSTON,TX,77021,599.78,0.92,1,Certified
I-200-22018-835573,Staff Product Manager,SUNNYVALE,CA,94087,249.62,1.681,0,Certified
I-200-23030-737510,Lead Software Engineer,DUBLIN,CA,94568,251.23,1.527,0,Certified
I-200-22162-270857,Java Developer,IRVING,TX,75038,401.73,0.973,0,Certified
I-200-20058-356725,ASSISTANT PROFESSOR,BOSTON,MA,02215,1968.89,1.51,0,Certified
I-200-23290-437346,Registered Nurse,KINGMAN,AZ,86409,817.33,0.966,1,Certified
I-200-24033-690380,Software Development Engineer III,NEW YORK,NY,10018,1171.84,1.804,1,Certified
I-200-20166-652152,Assistant Professor ,OMAHA,NE,68182,599.78,0.971,1,Certified
I-200-22043-898064,Hardware Engineer,REDMOND,WA,98052,143.51,1.356,0,Certified
I-200-22341-628078,Software Engineer,SANTA CLARA,CA,95051,327.36,1.681,1,Certified
I-200-23299-459255,Marketing Business Intelligence Analyst,OAKTON,VA,22124,1135.5,1.56,1,Certified
I-200-24152-059324,MuleSoft Developer,LISLE,IL,60532,599.78,1.098,1,Certified
I-200-23359-590855,Software Development Engineer I,BOSTON,MA,02210,1968.89,1.51,0,Certified
I-200-21327-721271,Database Administrator,TAMPA,FL,33615,3235.45,0.944,0,Certified
I-200-21190-454235,Senior Architect,JOHNSTON,RI,02919,353.39,1.053,1,Certified
I-200-22252-464367,Software Developer,OKLAHOMA,OK,73179,1389.87,0.931,0,Certified
I-200-22142-198288,Senior Associate JC60 - Computer Systems Engineers,HOUSTON,TX,77002,599.78,0.92,1,Certified
I-200-20255-819063,"Senior Associate, Medical Safety Operations",SOUTH SAN FRANCISCO,CA,94080,327.36,1.861,1,Certified
I-200-20150-612544,SOFTWARE DEVELOPER/GUIDEWIRE DEVELOPER,AUSTIN,TX,78723,599.78,1.023,0,Certified
I-200-22146-212735," Android Software Engineer, Central Product  Platform",BELLEVUE,WA,98004,223.06,1.357,0,Certified
I-200-23087-881722,Financial and Investment Analysts - KBGFJG52274-10,LOS ANGELES,CA,90017,327.36,1.411,1,Certified
I-203-21333-730550,Public Relations Specialist,NEW YORK,NY,10011,1171.84,1.804,1,Certified
I-200-20281-866635,Sr. Software Engineer,IRVING,TX,75063,401.73,0.973,0,Certified
I-200-22144-202922,Staff Accountant,BELLEVUE,WA,98004,223.06,1.357,0,Certified
I-200-20085-435060,Research Specialist,BALTIMORE,MD,21218,3081.26,1.109,0,Certified
I-200-22213-388668,"Manager, S&OP CoE Advanced Analytics",CHICAGO,IL,60654,599.78,1.15,1,Certified
I-200-21337-743685,Senior Software Support Engineer,SUPERIOR,CO,80027,787.17,1.289,1,Certified
I-200-20273-848895,Research Scientist,NEW YORK,NY,10022,1171.84,1.804,1,Certified
I-200-20157-631050,Software Engineer 1615.1157,MOUNTAIN VIEW,CA,94043,327.36,1.681,1,Certified
I-200-24128-966331,Visiting Researcher,MENLO PARK,CA,94025,327.36,1.678,1,Certified
I-200-22153-238791,Drafting and Design Engineer,DULUTH,GA,30096,4026.59,0.998,1,Certified
I-200-24260-338875,Support Escalation Management,ISSAQUAH,WA,98029,223.06,1.353,1,Certified
I-200-21273-616531,Software Engineering Manager,PEORIA,IL,61630,599.78,0.927,1,Certified
I-200-24071-787806,Architectural Designer - Tier 1,BROOKLYN,NY,11201,1171.84,1.804,1,Certified
I-200-24054-745089,"Software Developer, ETL",PHOENIX,AZ,85021,1097.07,1.051,0,Certified
I-203-21299-668987,Senior Manager,NEW YORK,NY,10019,1171.84,1.804,1,Certified
I-200-21330-727095,DEVOPS & CLOUD ENGINEER,KLEIN,TX,77389,599.78,0.914,1,Certified
I-200-23220-245695,Technology Consulting Senior Manager,HUNT VALLEY,MD,21031,3081.26,1.107,1,Certified
I-200-20120-529041,Software Engineer (5) ,SAN FRANCISCO,CA,94103,327.36,1.861,1,Certified
I-200-21081-164255,Software Test Engineer II,CHARLOTTE,NC,28203,1787.2,1.018,0,Certified
I-200-21074-148037,Software Developer,NEW YORK,NY,10010,1171.84,1.804,1,Certified
I-200-23118-977081,Solution Architect,EDISON,NJ,08820,143.94,1.226,0,Certified
I-200-21090-186824,Postdoctoral Associate,DURHAM,NC,27710,1169.38,1.043,0,Certified
I-200-21008-003241,SOFTWARE DEVELOPER,DURHAM,NC,27703,1169.38,1.043,0,Certified
I-200-23048-784825,Technical Lead,BASKING RIDGE,NJ,07920,162.1,1.276,1,Certified
I-200-19268-785182,SYSTEMS ANALYST JC65,ENGLEWOOD,CO,07631,787.17,1.27,0,Certified
I-200-23287-431924,Database Analyst,SALEM,NH,03079,136.28,1.166,1,Certified
I-200-20280-860413,Software-in-the-Loop Simulation Integration Engineer,MILFORD,MI,48380,599.78,1.017,1,Certified
I-200-24128-966262,CDM Programmer II,IRVINE,CA,92620,111.68,1.358,0,Certified
I-200-22034-875522,Senior Software Engineer,NEW YORK,NY,10017,1171.84,1.804,1,Certified
I-200-23130-009657,SOFTWARE DEVELOPER,MINNEAPOLIS,MN,55416,1811.81,1.151,0,Certified
I-200-21159-377763,Urologist,CORNING,NY,14830,551.69,1.027,0,Certified
I-200-20352-966981,Data Analyst 2,MINNETONKA,MN,55345,1811.81,1.151,1,Certified
I-200-20268-843101,Senior Systems Analyst JC60,CHARLOTTE,NC,28262,1787.2,1.018,0,Certified
I-203-21225-521169,Director of Powertrain Engineering,SCOTTS VALLEY,CA,95066,327.36,1.479,1,Certified
I-200-23129-004999,SOFTWARE ENGINEER,NEW YORK,NY,10007,1171.84,1.804,1,Certified
I-200-23319-502722,Test Manager,NORTH QUINCY,MA,02171,1968.89,1.51,1,Certified
I-200-24176-142484,"Senior Manager, Software Engineering",RICHARDSON,TX,75080,272.13,0.971,0,Certified
I-200-22062-946749,"Software Developer, Applications",NEW YORK,NY,10001,1171.84,1.804,1,Certified
I-200-22014-830164,HR Generalist Lead,TAMPA,FL,33610,3235.45,0.944,0,Certified
I-200-21141-333967,Senior Research Associate (Translational Bioanalytics),CAMBRIDGE,MA,02141,985.62,1.51,0,Certified
I-200-21056-102939,Sr. DevOps Engineer I,LOS ANGELES,CA,90010,327.36,1.411,1,Certified
I-200-22014-829735,Application Engineer I,LONE TREE,CO,80124,787.17,1.125,1,Certified
I-200-19310-129250,Computer System Analysts - KBGFJG03292-11 ,ALPHARETTA,GA,30004,60.9,0.998,0,Certified
I-200-20209-736976,Production Manager,PHILADELPHIA,PA,19116,1279.6,1.137,0,Certified
I-200-20135-574148,Senior Software Developer,DENVER,CO,80222,1038.27,1.125,0,Certified
I-200-23353-576608,MOBILE DEVELOPER,CHARLOTTE,NC,28202-2350,1787.2,,0,Certified
I-200-22158-250570,"Associate Professor, Public Health",TUCSON,AZ,85724,969.6,0.968,0,Certified
I-200-24151-051786,Data Analyst,SAN FRANCISCO,CA,94109,327.36,1.861,1,Certified
I-200-21225-521303,Quantitative Developer  ,NEW YORK,NY,10013,1171.84,1.804,1,Certified
I-200-24261-342735,Legal Consultant,PRINCETON,NJ,08540,73.73,1.135,0,Certified
I-200-21043-076045,Software Engineer (1615.35251),MOUNTAIN VIEW,CA,94043,327.36,1.681,1,Certified
I-200-21239-550336,Sr. Software QA Analyst,MINNEAPOLIS,MN,55415,1811.81,1.151,0,Certified
I-200-23160-096435,PROGRAMMER ANALYST,HOUSTON,TX,77077,599.78,0.92,1,Certified
I-200-21223-515715,Software Developer,GAITHERSBURG,MD,20877,3081.26,1.558,1,Certified
I-200-21111-245676,Tibco Engineer,TOWN AND COUNTRY,MO,63017,106.93,0.938,1,Certified
I-200-20135-572627,Senior Business Analyst ,CHARLOTTE,NC,28277,1787.2,1.018,0,Certified
I-200-23321-509332,Software Engineer,MOUNTAIN VIEW,CA,94043,327.36,1.681,1,Certified
I-200-23249-323231,Software Engineer,MENLO PARK,CA,94025,327.36,1.678,1,Certified
I-200-21061-111577,Senior Systems Analyst JC60,DOVER,NH,03820,99.77,1.163,0,Certified
I-200-22332-606590,Software Engineer,REDMOND,WA,98052,143.51,1.356,0,Certified
I-200-23153-075039,"Associate, CIB Risk Counterparty Credit",PLANO,TX,75024,303.7,0.969,0,Certified
